Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
865,Dumb and Dumber To,"$169,837,010","$86,208,010",50.76%,"$83,629,000",49.24,2014
866,Ghost in the Shell,"$169,801,921","$40,563,557",23.89%,"$129,238,364",76.11,2017
867,Seven Pounds,"$169,748,929","$69,951,824",41.21%,"$99,797,105",58.79,2008
868,Wonder Woman 1984,"$169,601,036","$46,801,036",27.59%,"$122,800,000",72.41,2020
869,Meet the Robinsons,"$169,333,034","$97,822,171",57.77%,"$71,510,863",42.23,2007
870,The Emperor's New Groove,"$169,327,687","$89,302,687",52.74%,"$80,025,000",47.26,2000
871,Dodgeball: A True Underdog Story,"$168,423,227","$114,326,736",67.88%,"$54,096,491",32.12,2004
872,Hellboy II: The Golden Army,"$168,319,243","$75,986,503",45.14%,"$92,332,740",54.86,2008
873,Insidious: The Last Key,"$167,885,588","$67,745,330",40.35%,"$100,140,258",59.65,2018
874,Unstoppable,"$167,805,466","$81,562,942",48.61%,"$86,242,524",51.39,2010
876,Alexander,"$167,298,192","$34,297,191",20.5%,"$133,001,001",79.5,2004
877,Magic Mike,"$167,221,571","$113,721,571",68.01%,"$53,500,000",31.99,2012
878,Up in the Air,"$166,842,739","$83,823,381",50.24%,"$83,019,358",49.76,2009
879,Nutty Professor II: The Klumps,"$166,339,890","$123,309,890",74.13%,"$43,030,000",25.87,2000
881,Bridge of Spies,"$165,478,348","$72,313,754",43.7%,"$93,164,594",56.3,2015
882,The Princess Diaries,"$165,335,153","$108,248,956",65.47%,"$57,086,197",34.53,2001
883,The Muppets,"$165,184,237","$88,631,237",53.66%,"$76,553,000",46.34,2011
884,The Huntsman: Winter's War,"$164,989,338","$48,390,190",29.33%,"$116,599,148",70.67,2016
885,Saw III,"$164,874,275","$80,238,724",48.67%,"$84,635,551",51.33,2006
886,Six Days Seven Nights,"$164,839,294","$74,339,294",45.1%,"$90,500,000",54.9,1998
887,Bringing Down the House,"$164,729,679","$132,716,677",80.57%,"$32,013,002",19.43,2003
888,Deep Blue Sea,"$164,648,142","$73,648,142",44.73%,"$91,000,000",55.27,1999
889,Speed 2: Cruise Control,"$164,508,066","$48,608,066",29.55%,"$115,900,000",70.45,1997
890,Daddy Day Care,"$164,433,867","$104,297,061",63.43%,"$60,136,806",36.57,2003
891,The Spiderwick Chronicles,"$164,170,327","$71,195,053",43.37%,"$92,975,274",56.63,2008
892,The Pink Panther,"$164,115,897","$82,226,474",50.1%,"$81,889,423",49.9,2006
893,Four Christmases,"$164,112,721","$120,146,040",73.21%,"$43,966,681",26.79,2008
894,The Ring Two,"$163,995,949","$76,231,249",46.48%,"$87,764,700",53.52,2005
895,Miami Vice,"$163,794,509","$63,450,470",38.74%,"$100,344,039",61.26,2006
896,Burn After Reading,"$163,728,902","$60,355,347",36.86%,"$103,373,555",63.14,2008
897,Pokémon: The First Movie - Mewtwo Strikes Back,"$163,644,662","$85,744,662",52.4%,"$77,900,000",47.6,1999
898,The Happening,"$163,403,799","$64,506,874",39.48%,"$98,896,925",60.52,2008
899,Talladega Nights: The Ballad of Ricky Bobby,"$163,362,430","$148,213,377",90.73%,"$15,149,053",9.27,2006
900,World Trade Center,"$163,247,198","$70,278,893",43.05%,"$92,968,305",56.95,2006
901,The Interpreter,"$162,944,923","$72,708,161",44.62%,"$90,236,762",55.38,2005
902,27 Dresses,"$162,655,351","$76,808,654",47.22%,"$85,846,697",52.78,2008
903,The Magnificent Seven,"$162,360,636","$93,432,655",57.55%,"$68,927,981",42.45,2016
904,Memoirs of a Geisha,"$162,242,962","$57,490,508",35.43%,"$104,752,454",64.57,2005
905,Jack Reacher: Never Go Back,"$162,146,076","$58,697,076",36.2%,"$103,449,000",63.8,2016
906,Eyes Wide Shut,"$162,091,208","$55,691,208",34.36%,"$106,400,000",65.64,1999
907,Insidious: Chapter 2,"$161,919,318","$83,586,447",51.62%,"$78,332,871",48.38,2013
908,Limitless,"$161,849,455","$79,249,455",48.96%,"$82,600,000",51.04,2011
909,Scream 3,"$161,834,276","$89,143,175",55.08%,"$72,691,101",44.92,2000
910,Flight,"$161,772,375","$93,772,375",57.97%,"$68,000,000",42.03,2012
911,Payback,"$161,626,121","$81,526,121",50.44%,"$80,100,000",49.56,1999
912,Into the Storm,"$161,502,194","$47,602,194",29.47%,"$113,900,000",70.53,2014
913,Unbroken,"$161,459,297","$115,637,895",71.62%,"$45,821,402",28.38,2014
914,Freaky Friday,"$160,846,332","$110,230,332",68.53%,"$50,616,000",31.47,2003
915,Star Wars: Episode IV - A New Hope 1997 Special Edition,"$160,703,600","$138,257,865",86.03%,"$22,445,735",13.97,1997
916,The Predator,"$160,542,134","$51,024,708",31.78%,"$109,517,426",68.22,2018
917,Johnny English,"$160,466,000","$28,082,366",17.5%,"$132,383,634",82.5,2003
918,Underworld: Awakening,"$160,112,671","$62,321,039",38.92%,"$97,791,632",61.08,2012
919,Lara Croft: Tomb Raider - The Cradle of Life,"$160,099,222","$65,660,196",41.01%,"$94,439,026",58.99,2003
920,Johnny English Reborn,"$160,078,586","$8,305,970",5.19%,"$151,772,616",94.81,2011
921,"Three Billboards Outside Ebbing, Missouri","$160,060,063","$54,513,740",34.06%,"$105,546,323",65.94,2017
922,Grease,"$159,989,585","$159,978,870",99.99%,"$10,715",0.01,1978
923,Norbit,"$159,814,490","$95,673,607",59.87%,"$64,140,883",40.13,2007
924,21,"$159,808,370","$81,159,365",50.79%,"$78,649,005",49.21,2008
925,Stepmom,"$159,710,793","$91,137,662",57.06%,"$68,573,131",42.94,1998
926,Princess Mononoke,"$159,414,369","$2,375,308",1.49%,"$157,039,061",98.51,1999
927,Step Up 3D,"$159,291,809","$42,400,223",26.62%,"$116,891,586",73.38,2010
928,Happy Feet Two,"$159,196,259","$64,006,466",40.21%,"$95,189,793",59.79,2011
929,Focus,"$159,162,963","$53,862,963",33.84%,"$105,300,000",66.16,2015
930,Johnny English Strikes Again,"$158,970,776","$4,412,170",2.78%,"$154,558,606",97.22,2018
931,The Fast and the Furious: Tokyo Drift,"$158,964,610","$62,514,415",39.33%,"$96,450,195",60.67,2006
932,Sin City,"$158,733,820","$74,103,820",46.68%,"$84,630,000",53.32,2005
934,Goosebumps,"$158,260,952","$80,080,379",50.6%,"$78,180,573",49.4,2015
935,Final Destination 5,"$157,887,643","$42,587,643",26.97%,"$115,300,000",73.03,2011
936,Don't Breathe,"$157,761,002","$89,217,875",56.55%,"$68,543,127",43.45,2016
937,Hustlers,"$157,563,598","$104,963,598",66.62%,"$52,600,000",33.38,2019
938,The Book of Eli,"$157,107,755","$94,835,059",60.36%,"$62,272,696",39.64,2010
939,Ip Man 3,"$156,954,938","$2,679,437",1.71%,"$154,275,501",98.29,2015
940,The Climbers,"$156,892,866","$487,157",0.31%,"$156,405,709",99.69,2019
941,P.S. I Love You,"$156,835,339","$53,695,808",34.24%,"$103,139,531",65.76,2007
942,Fatal Attraction,"$156,645,756","$156,645,693",100.0%,$63,0.0,1987
943,Mystic River,"$156,595,191","$90,135,191",57.56%,"$66,460,000",42.44,2003
944,This Means War,"$156,491,279","$54,760,791",34.99%,"$101,730,488",65.01,2012
945,Rocky Balboa,"$155,929,020","$70,270,943",45.07%,"$85,658,077",54.93,2006
946,The Hateful Eight,"$155,760,117","$54,117,416",34.74%,"$101,642,701",65.26,2015
947,Escape Room,"$155,712,077","$57,005,601",36.61%,"$98,706,476",63.39,2019
948,The Monuments Men,"$155,641,650","$78,031,620",50.14%,"$77,610,030",49.86,2014
949,The Accountant,"$155,560,045","$86,260,045",55.45%,"$69,300,000",44.55,2016
950,Hannah Montana: The Movie,"$155,545,279","$79,576,189",51.16%,"$75,969,090",48.84,2009
951,Monster-in-Law,"$155,457,327","$82,931,301",53.35%,"$72,526,026",46.65,2005
952,Dreamgirls,"$155,430,335","$103,365,956",66.5%,"$52,064,379",33.5,2006
953,Blade II,"$155,010,032","$82,348,319",53.12%,"$72,661,713",46.88,2002
954,Maid in Manhattan,"$154,906,693","$94,011,225",60.69%,"$60,895,468",39.31,2002
955,Lone Survivor,"$154,802,912","$125,095,601",80.81%,"$29,707,311",19.19,2013
956,The Phantom of the Opera,"$154,648,887","$51,268,815",33.15%,"$103,380,072",66.85,2004
957,Yesterday,"$154,608,856","$73,286,650",47.4%,"$81,322,206",52.6,2019
958,Ride Along,"$154,468,902","$134,938,200",87.36%,"$19,530,702",12.64,2014
959,Kill Bill: Vol. 2,"$154,116,796","$66,208,183",42.96%,"$87,908,613",57.04,2004
960,The Town,"$154,026,136","$92,186,262",59.85%,"$61,839,874",40.15,2010
961,Jerry Maguire,"$153,952,627","$153,952,592",100.0%,$35,0.0,1996
963,Sweeney Todd: The Demon Barber of Fleet Street,"$153,383,627","$52,898,073",34.49%,"$100,485,554",65.51,2007
964,Tower Heist,"$152,930,623","$78,046,570",51.03%,"$74,884,053",48.97,2011
965,Duckweed,"$152,894,264","$471,575",0.31%,"$152,422,689",99.69,2017
966,Chocolat,"$152,699,946","$71,509,363",46.83%,"$81,190,583",53.17,2000
967,Date Night,"$152,263,880","$98,711,404",64.83%,"$53,552,476",35.17,2010
968,Vantage Point,"$152,039,882","$72,266,306",47.53%,"$79,773,576",52.47,2008
969,Surf's Up,"$152,005,713","$58,867,694",38.73%,"$93,138,019",61.27,2007
970,Jackass Presents: Bad Grandpa,"$151,826,547","$102,003,019",67.18%,"$49,823,528",32.82,2013
971,47 Ronin,"$151,783,839","$38,362,475",25.27%,"$113,421,364",74.73,2013
972,Midnight in Paris,"$151,672,318","$56,817,045",37.46%,"$94,855,273",62.54,2011
973,Red Sparrow,"$151,572,634","$46,874,505",30.93%,"$104,698,129",69.07,2018
974,The Bone Collector,"$151,493,655","$66,518,655",43.91%,"$84,975,000",56.09,1999
975,Darkest Hour,"$150,847,207","$56,468,410",37.43%,"$94,378,797",62.57,2017
976,Step Up 2: The Streets,"$150,816,700","$58,017,783",38.47%,"$92,798,917",61.53,2008
977,Gods of Egypt,"$150,680,864","$31,153,464",20.68%,"$119,527,400",79.32,2015
979,The Taking of Pelham 123,"$150,166,126","$65,452,312",43.59%,"$84,713,814",56.41,2009
980,I Am Number Four,"$149,878,437","$55,100,437",36.76%,"$94,778,000",63.24,2011
981,The General's Daughter,"$149,705,852","$102,705,852",68.61%,"$47,000,000",31.39,1999
982,Jack and Jill,"$149,673,788","$74,158,157",49.55%,"$75,515,631",50.45,2011
983,Friends with Benefits,"$149,542,245","$55,802,754",37.32%,"$93,739,491",62.68,2011
984,Lights Out,"$149,368,835","$67,268,835",45.04%,"$82,100,000",54.96,2016
985,Beverly Hills Chihuahua,"$149,292,488","$94,514,402",63.31%,"$54,778,086",36.69,2008
986,"Me, Myself & Irene","$149,270,999","$90,570,999",60.68%,"$58,700,000",39.32,2000
987,No Strings Attached,"$149,228,077","$70,662,220",47.35%,"$78,565,857",52.65,2011
988,King Arthur: Legend of the Sword,"$149,175,066","$39,175,066",26.26%,"$110,000,000",73.74,2017
989,The Secret World of Arrietty,"$148,979,794","$19,202,743",12.89%,"$129,777,051",87.11,2010
990,Charlotte's Web,"$148,964,090","$82,985,708",55.71%,"$65,978,382",44.29,2006
992,Seabiscuit,"$148,336,445","$120,277,854",81.08%,"$28,058,591",18.92,2003
993,Gremlins,"$148,171,538","$148,168,459",100.0%,"$3,079",0.0,1984
994,RED 2,"$148,075,565","$53,262,560",35.97%,"$94,813,005",64.03,2013
995,Spy Kids,"$147,934,180","$112,719,001",76.2%,"$35,215,179",23.8,2001
996,The Game Plan,"$147,880,543","$90,648,202",61.3%,"$57,232,341",38.7,2007
997,The Mexican,"$147,845,033","$66,845,033",45.21%,"$81,000,000",54.79,2001
998,The Angry Birds Movie 2,"$147,792,047","$41,667,116",28.19%,"$106,124,931",71.81,2019
999,Saw II,"$147,748,505","$87,039,965",58.91%,"$60,708,540",41.09,2005
1000,Resident Evil: Extinction,"$147,717,833","$50,648,679",34.29%,"$97,069,154",65.71,2007
1001,Arthur Christmas,"$147,419,472","$46,462,469",31.52%,"$100,957,003",68.48,2011
1002,Source Code,"$147,332,697","$54,712,227",37.14%,"$92,620,470",62.86,2011
1004,Swordfish,"$147,080,413","$69,772,969",47.44%,"$77,307,444",52.56,2001
1005,Planes: Fire & Rescue,"$146,965,787","$59,165,787",40.26%,"$87,800,000",59.74,2014
1006,The Last Witch Hunter,"$146,936,910","$27,367,660",18.63%,"$119,569,250",81.37,2015
1007,Angel Has Fallen,"$146,661,977","$69,030,436",47.07%,"$77,631,541",52.93,2019
1008,Mama,"$146,428,180","$71,628,180",48.92%,"$74,800,000",51.08,2013
1009,True Lies,"$146,283,171","$146,282,411",100.0%,$760,0.0,1994
1010,Music and Lyrics,"$145,896,422","$50,572,589",34.66%,"$95,323,833",65.34,2007
1011,Blades of Glory,"$145,710,347","$118,594,548",81.39%,"$27,115,799",18.61,2007
1012,The Foreigner,"$145,374,099","$34,393,507",23.66%,"$110,980,592",76.34,2017
1013,Home on the Range,"$145,358,062","$50,030,461",34.42%,"$95,327,601",65.58,2004
1014,The Exorcism of Emily Rose,"$145,166,804","$75,072,454",51.71%,"$70,094,350",48.29,2005
1015,"Crazy, Stupid, Love.","$145,051,197","$84,351,197",58.15%,"$60,700,000",41.85,2011
1016,The Santa Clause,"$144,833,964","$144,833,357",100.0%,$607,0.0,1994
1018,The Invisible Man,"$144,492,724","$70,410,000",48.73%,"$74,082,724",51.27,2020
1019,Herbie Fully Loaded,"$144,146,816","$66,023,816",45.8%,"$78,123,000",54.2,2005
1020,The Beach,"$144,056,873","$39,785,027",27.62%,"$104,271,846",72.38,2000
1021,Pete's Dragon,"$143,695,338","$76,233,151",53.05%,"$67,462,187",46.95,2016
1022,Garfield: A Tail of Two Kitties,"$143,325,970","$28,426,747",19.83%,"$114,899,223",80.17,2006
1023,Spy Game,"$143,049,560","$62,362,560",43.6%,"$80,687,000",56.4,2001
1024,More Than Blue,"$142,958,164","$722,669",0.51%,"$142,235,495",99.49,2018
1025,Meet Joe Black,"$142,940,100","$44,619,100",31.22%,"$98,321,000",68.78,1998
1026,Paranormal Activity 4,"$142,802,657","$53,885,000",37.73%,"$88,917,657",62.27,2012
1027,The Legend of Zorro,"$142,400,065","$46,464,023",32.63%,"$95,936,042",67.37,2005
1028,Power Rangers,"$142,337,240","$85,364,450",59.97%,"$56,972,790",40.03,2017
1029,New Year's Eve,"$142,044,638","$54,544,638",38.4%,"$87,500,000",61.6,2011
1030,Onward,"$141,940,042","$61,555,145",43.37%,"$80,384,897",56.63,2020
1031,Monster House,"$141,861,243","$73,661,010",51.92%,"$68,200,233",48.08,2006
1032,Legally Blonde,"$141,774,679","$96,520,674",68.08%,"$45,254,005",31.92,2001
1033,The Taking of Tiger Mountain,"$141,654,055","$228,984",0.16%,"$141,425,071",99.84,2014
1034,Gothika,"$141,591,324","$59,694,580",42.16%,"$81,896,744",57.84,2003
1036,Big Momma's House 2,"$141,522,961","$70,165,972",49.58%,"$71,356,989",50.42,2006
1037,A Few Good Men,"$141,354,048","$141,340,178",99.99%,"$13,870",0.01,1992
1038,Mona Lisa Smile,"$141,337,989","$63,860,942",45.18%,"$77,477,047",54.82,2003
1039,Scary Movie 2,"$141,220,678","$71,308,997",50.49%,"$69,911,681",49.51,2001
1040,Shallow Hal,"$141,069,860","$70,839,203",50.22%,"$70,230,657",49.78,2001
1041,The Rugrats Movie,"$140,894,675","$100,494,675",71.33%,"$40,400,000",28.67,1998
1042,Trainwreck,"$140,795,793","$110,212,700",78.28%,"$30,583,093",21.72,2015
1043,Sausage Party,"$140,705,322","$97,685,686",69.43%,"$43,019,636",30.57,2016
1044,Deep Impact,"$140,694,752","$140,464,664",99.84%,"$230,088",0.16,1998
1045,Girls Trip,"$140,552,359","$115,171,585",81.94%,"$25,380,774",18.06,2017
1046,Step Up Revolution,"$140,470,746","$35,074,677",24.97%,"$105,396,069",75.03,2012
1047,Lion,"$140,312,928","$51,738,905",36.87%,"$88,574,023",63.13,2016
1048,The SpongeBob SquarePants Movie,"$140,193,212","$85,417,988",60.93%,"$54,775,224",39.07,2004
1050,Legend of the Guardians: The Owls of Ga'Hoole,"$140,073,390","$55,675,313",39.75%,"$84,398,077",60.25,2010
1051,The Wolfman,"$139,789,765","$61,979,680",44.34%,"$77,810,085",55.66,2010
1052,Sister Act,"$139,607,519","$139,605,150",100.0%,"$2,369",0.0,1992
1053,Saw IV,"$139,352,633","$63,300,095",45.42%,"$76,052,538",54.58,2007
1054,Mr. Six,"$139,191,345","$1,415,450",1.02%,"$137,775,895",98.98,2015
1055,Brüno,"$138,805,831","$60,054,530",43.27%,"$78,751,301",56.73,2009
1056,Platoon,"$138,545,632","$138,530,565",99.99%,"$15,067",0.01,1986
1057,Good Will Hunting,"$138,435,239","$138,433,435",100.0%,"$1,804",0.0,1997
1058,The Admiral: Roaring Currents,"$138,342,258","$2,589,811",1.87%,"$135,752,447",98.13,2014
1059,America's Sweethearts,"$138,307,673","$93,607,673",67.68%,"$44,700,000",32.32,2001
1060,Let's Be Cops,"$138,224,951","$82,390,774",59.61%,"$55,834,177",40.39,2014
1061,Bridge to Terabithia,"$137,587,063","$82,272,442",59.8%,"$55,314,621",40.2,2007
1062,Stardust,"$137,515,140","$38,634,938",28.1%,"$98,880,202",71.9,2007
1063,Escape Plan,"$137,328,301","$25,135,965",18.3%,"$112,192,336",81.7,2013
1064,The First Purge,"$137,056,262","$69,488,745",50.7%,"$67,567,517",49.3,2018
1065,Annie,"$136,853,506","$85,911,262",62.78%,"$50,942,244",37.22,2014
1066,The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041",33.92%,"$90,424,115",66.08,2012
1067,How Long Will I Love U,"$136,796,719","$746,933",0.55%,"$136,049,786",99.45,2018
1068,Remember the Titans,"$136,706,683","$115,654,751",84.6%,"$21,051,932",15.4,2000
1069,Contagion,"$136,515,867","$75,658,097",55.42%,"$60,857,770",44.58,2011
1071,The Wind Rises,"$136,483,511","$5,209,580",3.82%,"$131,273,931",96.18,2012
1072,The Bounty Hunter,"$136,333,522","$67,061,228",49.19%,"$69,272,294",50.81,2010
1073,17 Again,"$136,316,880","$64,167,069",47.07%,"$72,149,811",52.93,2009
1075,Lost in Space,"$136,159,423","$69,117,629",50.76%,"$67,041,794",49.24,1998
1076,Saw 3D,"$136,150,434","$45,710,178",33.57%,"$90,440,256",66.43,2010
1077,Unknown,"$135,710,029","$63,686,397",46.93%,"$72,023,632",53.07,2011
1078,The Jungle Book 2,"$135,703,599","$47,901,582",35.3%,"$87,802,017",64.7,2003
1079,Jack Ryan: Shadow Recruit,"$135,503,748","$50,577,412",37.33%,"$84,926,336",62.67,2014
1080,Babel,"$135,330,182","$34,302,837",25.35%,"$101,027,345",74.65,2006
1081,Perfume: The Story of a Murderer,"$135,039,924","$2,223,293",1.65%,"$132,816,631",98.35,2006
1082,American Made,"$134,866,593","$51,342,000",38.07%,"$83,524,593",61.93,2017
1083,Wall Street: Money Never Sleeps,"$134,748,021","$52,474,616",38.94%,"$82,273,405",61.06,2010
1084,The Princess Diaries 2: Royal Engagement,"$134,734,481","$95,170,481",70.64%,"$39,564,000",29.36,2004
1085,Inspector Gadget,"$134,403,112","$97,403,112",72.47%,"$37,000,000",27.53,1999
1086,Last Vegas,"$134,402,450","$63,914,167",47.55%,"$70,488,283",52.45,2012
1087,Superman,"$134,220,479","$134,218,018",100.0%,"$2,461",0.0,1978
1089,The Cat in the Hat,"$133,960,541","$101,149,285",75.51%,"$32,811,256",24.49,2003
1090,Pokémon the Movie 2000,"$133,949,270","$43,758,684",32.67%,"$90,190,586",67.33,2000
1091,Point Break,"$133,782,481","$28,782,481",21.51%,"$105,000,000",78.49,2015
1092,The Big Short,"$133,440,870","$70,259,870",52.65%,"$63,181,000",47.35,2015
1093,The Artist,"$133,432,856","$44,671,682",33.48%,"$88,761,174",66.52,2011
1094,1408,"$132,963,417","$71,985,628",54.14%,"$60,977,789",45.86,2007
1095,Zero Dark Thirty,"$132,820,716","$95,720,716",72.07%,"$37,100,000",27.93,2012
1096,A Wrinkle in Time,"$132,675,864","$100,478,608",75.73%,"$32,197,256",24.27,2018
1097,Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.06%,"$80,789,928",60.94,2012
1098,V for Vendetta,"$132,511,035","$70,511,035",53.21%,"$62,000,000",46.79,2006
1099,The Three Musketeers,"$132,274,484","$20,374,484",15.4%,"$111,900,000",84.6,2011
1100,2 Guns,"$131,940,411","$75,612,460",57.31%,"$56,327,951",42.69,2013
1101,Blade: Trinity,"$131,883,935","$52,411,906",39.74%,"$79,472,029",60.26,2004
1102,Save the Last Dance,"$131,706,809","$91,057,006",69.14%,"$40,649,803",30.86,2001
1103,The House with a Clock in Its Walls,"$131,457,147","$68,549,695",52.15%,"$62,907,452",47.85,2018
1104,Bewitched,"$131,426,169","$63,313,159",48.17%,"$68,113,010",51.83,2005
1105,Blade,"$131,183,530","$70,087,718",53.43%,"$61,095,812",46.57,1998
1106,School of Rock,"$131,095,614","$81,261,177",61.99%,"$49,834,437",38.01,2003
1107,Munich,"$130,982,129","$47,403,685",36.19%,"$83,578,444",63.81,2005
1108,Man on Fire,"$130,834,852","$77,911,774",59.55%,"$52,923,078",40.45,2004
1109,The Silence of the Lambs,"$130,746,887","$130,742,922",100.0%,"$3,965",0.0,1991
1111,"You, Me and Dupree","$130,628,903","$75,628,110",57.9%,"$55,000,793",42.1,2006
1112,A Bad Moms Christmas,"$130,560,428","$72,110,659",55.23%,"$58,449,769",44.77,2017
1113,About a Boy,"$130,549,455","$41,385,278",31.7%,"$89,164,177",68.3,2002
1115,Cloud Atlas,"$130,482,868","$27,108,272",20.78%,"$103,374,596",79.22,2012
1116,Aliens vs. Predator: Requiem,"$130,290,885","$41,797,066",32.08%,"$88,493,819",67.92,2007
